"","Accession_ID","Integrated_P1","Integrated_P2"
"2242","99C111P005","95C179P002","94C003P011"
"2243","99C111P007","95C179P002","94C003P011"
"2244","99C111P008","95C179P002","94C003P011"
"2245","99C111P013","95C179P002","94C003P011"
"2246","99C112P003","96C207P003","94C003P011"
"2247","99C112P006","96C207P003","94C003P011"
"2248","99C117P001","95C116P005","95C145P002"
"2249","99C119P001","95C145P002","96C207P003"
"2250","99C126P001","96C207P003","96C038P601"
"2251","99C133P001","96C125P002","96C207P003"
"2252","99C137P002","95C085P003","96C201P001"
"2253","99C139P001","95C179P002","96C201P001"
"2254","99C158P002","95C154P004","95C079P005"
"2255","99C158P003","95C154P004","95C079P005"
"2256","99C183P006","94C003P010","96C240P002"
"2257","99C186P001","95C079P005","96C240P002"
"2258","99C189P010","96C209P002","96C240P002"
"2259","99C205P006","96C207P003","96C240P002"
"2260","99C206P006","94C003P011","91C248P006"
"2261","9A264","NA","NA"
"2262","A.08","US_253","US_253"
"2263","A.F._Barron","Sir_J._Paxton","Napier"
"2264","A030-12","NA","NA"
"2265","A050389","NA","NA"
"2266","A07.04","81C043P603","PI664317"
"2267","A20-17","NA","NA"
"2268","A3","NA","NA"
"2269","A4","NA","NA"
"2270","A41","NA","NA"
"2271","A43","NA","NA"
"2272","A8","Unknown_FA_208","NA"
"2273","A8S1","A8","A8"
"2274","A8S2","A8S1","A8S1"
"2275","A8S3","A8S2","A8S2"
"2276","A8S4-147","A8S3","A8S3"
"2277","AAC_Lila","Queen_Elisa","Wendy"
"2278","Abington","NA","NA"
"2279","Abington_Blush","Wilson","NA"
"2280","Abundance_1905","Saint_Joseph","Louis_Gauthier"
"2281","Abundance_1908","Red_Cross_NA","Unknown_FA_397"
"2282","Abundance_1922","The_Earl","Fillbasket"
"2283","AC","NA","NA"
"2284","AC_18","NA","NA"
"2285","AC_49","NA","NA"
"2286","AC_66","NA","NA"
"2287","AC_67","NA","NA"
"2288","AC_68","NA","NA"
"2289","AC_8","NA","NA"
"2290","Acme","PI551960","NA"
"2291","Ada_Herzberg","Uberreich","PI551626"
"2292","Addison","President","PI551842"
"2293","Adina","88-042-35","77C030P605"
"2294","Adirondack","PI551479","PI551593"
"2295","Adria","Granda","Miss"
"2296","Adriana","NA","NA"
"2297","Advance","Autumn","Cooper"
"2298","Aga_1960","PI231088","PI551479"
"2299","Aga_2002","PI551588","Dukat"
"2300","Agana","Clone_4824/25","Senga_Fructarina"
"2301","Agassiz","Pathfinder","PI551802"
"2302","Agoura","61C117","19A268"
"2303","Agriculturist","Green_Prolific","Georgia_Mammoth"
"2304","Aguedilla","88C024P603","RB-67-35"
"2305","Aichi_3-GO","NA","NA"
"2306","Aichi_4_GO","Kei_506","Kei_507"
"2307","Aichi_5_GO","Aichi_3-GO","PI616627"
"2308","Aimei","NA","NA"
"2309","Aires","Planasa_86-037","Planasa_86-096"
"2310","Aishkum","Black_Beauty","Pan_American"
"2311","Aistro","Unknown_FA_184","PI616627"
"2312","Akanekko","PI641175","PI617007"
"2313","Akashanomitsuko","PI617010","PI641175"
"2314","Akashi_005","NA","NA"
"2315","Akasyanomitsuko","PI617010","PI641178"
"2316","Akcent","Unknown_FA_111","Unknown_FX_031"
"2317","Akita_Berry","Morioka_16","NA"
"2318","Alamo","PI551421","Ettersburg_80"
"2319","Alaska","Climax","Glen_Mary"
"2320","Alaska_292","NA","NA"
"2321","Alba","PI551588","Tudla"
"2322","Alcatraz","Red_Sugar","Kalicene"
"2323","Alden","President","PI551842"
"2324","Alemanha","NA","NA"
"2325","Alessandra","PI551436","PI551477"
"2326","Alfa","Surpriz_Olympiade","Festivalnaja_Romashka"
"2327","Alfa_Centauri","Pandora","Onebor"
"2328","Alice","EM0474","EM0478"
"2329","Alinta","88-011-30","77C032P103"
"2330","Alioth","Unknown_FA_113","75C071P107"
"2331","Alisal","R2","Key_Largo"
"2332","All_Season","Superb","NA"
"2333","Allegro","E2003-097","E2006-492"
"2334","Almo","Clyde","Crescent"
"2335","Alpha","Wilson","Nicaise"
"2336","Alta_Vista","Key_Largo","L2"
"2337","Altess","NA","NA"
"2338","Alvin","PI551564","Climax"
"2339","AM_7","NA","NA"
"2340","Amanda","Sample","Maximus"
"2341","Amandine","88.09.06","Mara_des_Bois"
"2342","Amaou","Kurume53","Unknown_FA_217"
"2343","Amarant","Unknown_FA_114","Unknown_FX_032"
"2344","Amaterasu","Kinuama","PI616632"
"2345","Amazing","PI551539","Unknown_FA_348"
"2346","Ambato","NA","NA"
"2347","Ambato_NAH","NA","NA"
"2348","Ambrosia_Late","NA","NA"
"2349","Ambrozja","Unknown_FA_115","Unknown_FA_116"
"2350","Amelia","EM0533","EM701"
"2351","America","NA","NA"
"2352","America_1892","Great_American","NA"
"2353","America_1909","Louis_Gauthier","Pan_American"
"2354","American_Queen","Montevideo_Pine","NA"
"2355","American_Sweetheart","PI551543","NA"
"2356","Americus","Pan_American","Louis_Gauthier"
"2357","Amerikanischer_Samling_II","NA","NA"
"2358","Amiga","88C024P603","SE_003-0079"
"2359","Amulet","Surpriz_Olympiade","Rubinovy_Kulon"
"2360","Amy","NA","NA"
"2361","Ana_Maria","Key_Largo","Q1"
"2362","Anabelle","Gariguette","PI664317"
"2363","Anacapa","Joe_Reiter","Crown"
"2364","Anais","Gariguette","PI664317"
"2365","Ananas_de_Guemene","Unknown_FC_032","NA"
"2366","ANC2","NA","NA"
"2367","Andana","Unknown_FA_153","Unknown_FA_152"
"2368","Andrea","NA","NA"
"2369","Angelina","77C032P103","Gariguette"
"2370","Angola","President","PI551842"
"2371","Anita","PI264680","Macherauch's_Fruhernte"
"2372","Anitabis","90.42.2","Tudla"
"2373","Anna_Kennedy","Jersey_Queen","NA"
"2374","Annelie","PI551508","Valentine_1941"
"2375","Anneliese","Georg_Soltwedel","Dresden_1939"
"2376","Annie_Hubach","Warfield","Lady_Thompson"
"2377","Antea","FBGL_3","Onebor"
"2378","Anther","Kei210","PI616627"
"2379","Antilla","NA","NA"
"2380","Aprica","NA","NA"
"2381","Arabella","PS-5096","PE-89.089"
"2382","Arapahoe","Unknown_FA_029","Unknown_FA_028"
"2383","Araza","A07.04","C01.05"
"2384","Arcade","President","PI551842"
"2385","Arch_Red","Lindalicious","Maytime"
"2386","Archer","NY_1786","PI664345"
"2387","Arena","Planasa_86-175","Planasa_85-20"
"2388","Argentera","93.311.1","91.143.5"
"2389","Argyle","President","PI551842"
"2390","Ariadna","NA","NA"
"2391","Ariel","NA","NA"
"2392","Arizona","Jessie","NA"
"2393","ARK_4561","NA","NA"
"2394","ARK_5063","Unknown_FA_247","PI551598"
"2395","ARK_5309","NA","NA"
"2396","ARK_5350","NA","NA"
"2397","ARK_5362","NA","NA"
"2398","ARK_5409","NA","NA"
"2399","ARK_5431","MDUS_3082","PI551585"
"2400","ARK_5465","NA","NA"
"2401","ARK_5474","NA","NA"
"2402","ARK_5718","NA","NA"
"2403","ARK_5753","NA","NA"
"2404","ARK_7101","ARK_5431","PI551540"
"2405","ARK_7107","ARK_5409","ARK_5718"
"2406","ARK_7117","ARK_5362","ARK_5465"
"2407","ARK_7124","ARK_5309","ARK_5350"
"2408","ARK_7307","ARK_5474","ARK_5753"
"2409","ARK_7308","ARK_5474","MDUS_3771"
"2410","ARK_7366","ARK_5474","PI551482"
"2411","Arkansas_Wonder","NA","NA"
"2412","Armelle","NA","NA"
"2413","Arnavutkoy","NA","NA"
"2414","Arnold_Pride","Wilson","Nicaise"
"2415","ARO_105","NA","NA"
"2416","ARO_701","NA","NA"
"2417","ARO_730","NA","NA"
"2418","Aroma","Cumberland_Triumph","NA"
"2419","Aromatic_Crimson","Black_Prince","NA"
"2420","Arosa","77C032P103","Onebor"
"2421","Arrow","Haverland","NA"
"2422","Arrowhead","Duluth","PI551828"
"2423","As98","Polka","NA"
"2424","Ashton","President","PI551842"
"2425","Asia","Maya","NF101"
"2426","Asieta","PI551632","Hansa"
"2427","Astra","PI551756","Real"
"2428","Asuka_Ruby","Asuka_Wave","PI617010"
"2429","Asuka_Wave","Unknown_FA_074","Unknown_FA_084"
"2430","Athena","72C266P604","Salvi_15"
"2431","Athens","President","PI551842"
"2432","Atkins_Continuity","NA","NA"
"2433","Atlantic","NA","NA"
"2434","Atlantis","88E94","Mirador"
"2435","AU_1992-226","NA","NA"
"2436","AU_1993-057","NA","NA"
"2437","AU_1993-205","NA","NA"
"2438","AU_2001-035","NA","NA"
"2439","AU_2001-084","Earlimist","Maroochy_Flame"
"2440","AU_2004-290","NA","NA"
"2441","AU_2005-063","AU_2001-084","PI664337"
"2442","AU_2007-025","NA","NA"
"2443","AU_2010-095","NA","NA"
"2444","AU_2010-119","AU_2005-063","Suncoast_Delight"
"2445","AU_2010-187","NA","NA"
"2446","Auburn","Haverland","NA"
"2447","Auchincruive_11","PI551630","NA"
"2448","Auchincruive_6","Frith","Frith"
"2449","Aura","PI616860","PI551477"
"2450","Aurora_1907","Prolific_1899","NA"
"2451","Aurora_1955","Wunder_von_Kothen","Ada_Herzberg"
"2452","Aurore","NA","NA"
"2453","Aussiegem","2004258","Harmony"
"2454","Austin_Shaker","Early_Washington","NA"
"2455","Autumn","Pan_American","NA"
"2456","Autumn_Bell","Magoon","Unknown_FC_011"
"2457","Autumn_King","Autumn","Chesapeake"
"2458","Autumn_Scarlet","Knight's_Large_Scarlet","Old_Black"
"2459","Autumn_Surprise","PI551539","Unknown_FA_350"
"2460","Ava","NA","NA"
"2461","Avablush","NA","NA"
"2462","Avajoy","NA","NA"
"2463","Avalon","NJ_8219-2","MDUS_5180"
"2464","Avamaria","NA","NA"
"2465","Avant_Tout","NA","NA"
"2466","Avanta","Unknown_FA_235","Unknown_FA_234"
"2467","Avarosa","NA","NA"
"2468","Avastar","NA","NA"
"2469","Avasurprise","NA","NA"
"2470","Avila","77C032P103","Commander_1989"
"2471","Awaitumo","NA","NA"
"2472","Awanatsuka","Tokukei_5","Unknown_FA_185"
"2473","Aya_1","NA","NA"
"2474","B1","NA","NA"
"2475","B1031","B759","B786"
"2476","B1181","B793","B755"
"2477","B144","PI551483","70C003P108"
"2478","B-15","PI551615","NA"
"2479","B2","NA","NA"
"2480","B28","PI551830","PI616559"
"2481","B5","NA","NA"
"2482","B6.117","NA","NA"
"2483","B753","MDUS_5132","NY_113"
"2484","B754","MDUS_5132","NY_113"
"2485","B755","MDUS_5132","NY_113"
"2486","B759","MDUS_5132","NY_113"
"2487","B786","MDUS_5393","B28"
"2488","B793","MDUS_5393","B28"
"2489","Babette","Patty","PI617019"
"2490","Babylon","Monarch","NA"
"2491","Backett_Prolific","Wilson","PI551623"
"2492","Baeza","M1","Z_2"
"2493","Balboa","Swede","72C266P604"
"2494","Banana","Agriculturist","NA"
"2495","Banquet","Miner","Unknown_FV_016"
"2496","Baotong","Benihomalei","88C024P603"
"2497","Barak","Tamir","ARO_730"
"2498","Barrymore","Sample","NA"
"2499","Barton","Longfellow","Sharpless"
"2500","Battenburg","Royal_Straight_Flush","Fujiyama"
"2501","BB_2","NA","NA"
"2502","BC_20","NA","NA"
"2503","BC_41-14R-5","53C009P002","PI551509"
"2504","BC_70-17-12","PI551501","PI551504"
"2505","BC_71-14-5R","53C009P002","PI551509"
"2506","BC_71-4-51","PI551530","PI551501"
"2507","BC_76-007-20","NA","NA"
"2508","BC_77-2-72","BC_71-14-5R","PI551501"
"2509","BC_86-24-107","Providence","PI551831"
"2510","BC_91-14-31","PI616594","Nanaimo"
"2511","BC_92-14-31","BC_86-24-107","Nanaimo"
"2512","BC_96-1-7","Onebor","Nanaimo"
"2513","BE_20","NA","NA"
"2514","BE3.11","Cal_543.14","Twentieth_Century"
"2515","Beacon","President","PI551842"
"2516","Beaderarena","Beder_Wood","Unknown_FC_012"
"2517","Beaderarena_Jr.","Beaderarena","NA"
"2518","Beal","William_Belt","NA"
"2519","Beaver_Sweet","PI616777","Cheyenne_2"
"2520","Beder_Wood","NA","NA"
"2521","Bedford_Champion","Unknown_FA_351","Unknown_FA_352"
"2522","Beecher","Champion","Sharpless"
"2523","Bella","NA","NA"
"2524","Belle_de_Bordelaise","White_Alpine","Unknown_FM_003"
"2525","Belle_de_Meaux","NA","NA"
"2526","Belle_et_Bonne","PI551632","Souvenir_de_Charles_Machiroux"
"2527","Belle_Rouge","Morioka_19","77-36"
"2528","Bellmar","Missionary","PI551593"
"2529","Belmont","NA","NA"
"2530","Beltran","NA","NA"
"2531","Bemanil","PI616500","Senga_242"
"2532","Benancie","Hubach_and_Hathaway","Climax"
"2533","Beniatago","PI616632","Unknown_FA_186"
"2534","Benihibari","America","PI617007"
"2535","Benihomalei","NA","NA"
"2536","Benihoppe","PI679851","Sachinoka"
"2537","Beniyutaka","PI616632","PI616621"
"2538","Benoy","Bubach","Jessie"
"2539","Berlin_1892","Bubach","NA"
"2540","Berlin_1902","Haverland","NA"
"2541","Berri_Supreme","Superb","NA"
"2542","Berry_Star","PI551536","Shikinari"
"2543","Besos","NA","NA"
"2544","Bessie_1891","Crescent","NA"
"2545","Bessie_1899","Haverland","Captain_Jack"
"2546","Bethel","Bubach","Hoffman"
"2547","Betty","71C101P611","CF206"
"2548","Beverly","Miner","NA"
"2549","BG-1257","NA","NA"
"2550","BG-1445","NA","NA"
"2551","BG-2010","NA","NA"
"2552","BG-219.068","NA","NA"
"2553","BG-3.324","BG-1257","Virtue"
"2554","BG-386","Endurance","88C066P610"
"2555","BG-4.352","PS-1269","BG-414.065"
"2556","BG-4.367","Honor","BG-414.065"
"2557","BG-414.065","NA","NA"
"2558","BG-6.3016","Splendor","BG-219.068"
"2559","BG-6.3024","Virtue","BG-219.068"
"2560","BH_14","NA","NA"
"2561","BHN_8231","NA","NA"
"2562","Bicton_Pine","PI551681","NA"
"2563","Bidwell","Pistillate_Scarlet","NA"
"2564","Bien_Donne_No._1","Unknown_FA_039","Everbearing"
"2565","Bien_Donne_No._2","Unknown_FA_039","Everbearing"
"2566","Bien_Donne_No._3","Corvallis","Everbearing"
"2567","Big_Bob","Neunan","Cumberland_Triumph"
"2568","Big_Bob_1885","Cumberland_Triumph","Neunan"
"2569","Big_Bob_NA","Russell's_Prolific","Wilson"
"2570","Big_Bob's_Baby","Big_Bob","NA"
"2571","Big_Rock","Dawn","Red_Queen"
"2572","Bihla","75C071P107","Unknown_FA_241"
"2573","Biliana","Sofija","No636"
"2574","Bird","Manchester","Mount_Vernon"
"2575","Bisalta","Unknown_FA_244","Unknown_FA_242"
"2576","Biscayne","Key_Largo","L3"
"2577","Bisel","Wilson","NA"
"2578","Bishop's_Seedling_Scarlet","Hudson_Bay","NA"
"2579","Bismarck","Bubach","Van_Deman"
"2580","Black_Beauty","Dawn","Schild's_No.19"
"2581","Black_Defiance","Green_Prolific","Triomphe_de_Gand"
"2582","Black_Lee","Golden_Gate_1903","Lindalicious"
"2583","Black_Prince","Keens_Imperial","NA"
"2584","Blaine","Beder_Wood","Lovett"
"2585","Blaze","Unknown_FA_009","Unknown_FA_010"
"2586","Blink","PI551588","PI264680"
"2587","Bliss","Chesapeake","Atkins_Continuity"
"2588","Blonde","Haverland","NA"
"2589","Blooel","NA","NA"
"2590","Bob","1501","1242"
"2591","Bomba_1885","King_Cluster","NA"
"2592","Bomba_1998","Pandora","PI551927"
"2593","Bonaire","Marathon","Madeira"
"2594","Bonmir_Landovsky","Kentish_Favorite","PI551626"
"2595","Boquet","Chesapeake","Pan_American"
"2596","Borden","Unknown_FA_355","Unknown_FA_356"
"2597","Borovitskaya","Nadezhda","PI551530"
"2598","Boston_Pine","Grove_End_Scarlet","Keens_Seedling"
"2599","Boudinot","Wilson","NA"
"2600","Bouncer","Jersey_Queen","Miner"
"2601","Bountiful_1900","Glen_Mary","Clyde"
"2602","Bountiful_1958","Fendalcino","Wamberal_Beauty"
"2603","Bowa","NA","NA"
"2604","Boynton","Crescent","Sharpless"
"2605","Bradley","Crescent","Tennessee"
"2606","Brandywine","Glendale","Cumberland_Triumph"
"2607","Branford","Unknown_FA_013","Unknown_FA_014"
"2608","Bright_Ida","Nicaise","Wilson"
"2609","Brighteyes","75C071P107","AU_1993-057"
"2610","Brightmore","ORUS_154","PI551421"
"2611","Brighton_Pine","Boston_Pine","NA"
"2612","Brilla","Unknown_FA_330","Unknown_FA_332"
"2613","Brilliance","FL_11.31-14","FL_10-153"
"2614","Brilliant_1845","Crimson_Cone","NA"
"2615","Brilliant_1906","Bubach","NA"
"2616","Brio","PI551930","PI551411"
"2617","Bristol","Unknown_FA_015","Unknown_FA_016"
"2618","British_Queen","NA","NA"
"2619","Brock85","PI551396","71C101P611"
"2620","Brooklyn_Scarlet","Peabody's_Seedling","NA"
"2621","Brownie","Cumberland_Triumph","Black_Defiance"
"2622","Brune's_Marvel","Progressive","Mastodon"
"2623","Bryan's_Satisfaction","Wilson","Hooker's_Seedling"
"2624","Bryant","Crescent","NA"
"2625","Buba","81C043P603","Dorit"
"2626","Bubach","NA","NA"
"2627","Buckbee","Chesapeake","NA"
"2628","Buddy","91C248P006","DNBL205"
"2629","Bull_Moose","Glen_Mary","Sample"
"2630","Burbank's_Exquisite","Bubach","Unknown_FC_026"
"2631","Burbank's_Robusta","Progressive","NA"
"2632","Burgess","Aroma","NA"
"2633","Burgundy","PI551828","Easypicker"
"2634","Burlington","63C120P011","EB_18"
"2635","Burrill","Crescent","PI551828"
"2636","Burr's_New_Pine","Hovey","Burr's_Seedling"
"2637","Burr's_Seedling","NA","NA"
"2638","Bush_Cluster","Crescent","Charles_Downing"
"2639","Buster","Bubach","Sharpless"
"2640","Bylinnaya","NA","NA"
"2641","C_11","NA","NA"
"2642","C_4","NA","NA"
"2643","C01.05","PI552260","PI664317"
"2644","C42","63C120P011","NA"
"2645","C52.3","NA","NA"
"2646","C72.26","Cal_677.10","Cal_752.46"
"2647","CA_1280","NA","NA"
"2648","CA_1334","NA","NA"
"2649","CA_1388","NA","NA"
"2650","CA_1508","NA","NA"
"2651","CA_1558","NA","NA"
"2652","CA_1566","NA","NA"
"2653","CA_1582","NA","NA"
"2654","CA_1656","Unknown_FM_004","Unknown_FX_006"
"2655","CA_1658","Unknown_FM_005","Unknown_FX_007"
"2656","CA_1670","Unknown_FX_003","Unknown_FX_004"
"2657","CA_361","PI551709","CA_1566"
"2658","CA_A41","NA","NA"
"2659","CA_C1","NA","NA"
"2660","Cacak_45/7","PI666637","Macherauch's_Fruhernte"
"2661","Cacanska_Krupna","Surprise_des_Halles","Cacak_45/7"
"2662","Cacanska_Rana","Surprise_des_Halles","Cacak_45/7"
"2663","Cal_1","PI551421","PI551842"
"2664","Cal_10","PI551421","NY_4626"
"2665","Cal_10.21","PI551421","NY_4626"
"2666","Cal_100","Z_70","Z_11"
"2667","Cal_101","Z_72","J.23"
"2668","Cal_101.14","Z_72","J.23"
"2669","Cal_102","Z_72","L_11"
"2670","Cal_103","A.08","Nich_Ohmer"
"2671","Cal_103.12","A.08","Nich_Ohmer"
"2672","Cal_103.22","A.08","Nich_Ohmer"
"2673","Cal_103.24","A.08","Nich_Ohmer"
"2674","Cal_103.9","A.08","Nich_Ohmer"
"2675","Cal_104","BB_2","P_225"
"2676","Cal_105","PI551421","L_38"
"2677","Cal_105.6","PI551421","L_38"
"2678","Cal_105.7","PI551421","L_38"
"2679","Cal_106","BH_14","BE_20"
"2680","Cal_108","J_16","Nich_Ohmer"
"2681","Cal_109","J_16","PI551842"
"2682","Cal_11","PI551421","NY_4799"
"2683","Cal_110","L_38","L_11"
"2684","Cal_111","L_11","US_634"
"2685","Cal_111.3","L_11","US_634"
"2686","Cal_112","AC","AC"
"2687","Cal_113","AC_18","AC_18"
"2688","Cal_114","AC_49","AC_49"
"2689","Cal_115","PI551421","PI551421"
"2690","Cal_116","L_11","L_11"
"2691","Cal_117","L_38","L_38"
"2692","Cal_118","C_11","C_11"
"2693","Cal_12","PI551421","P_209"
"2694","Cal_129","PI551842","PI551434"
"2695","Cal_13","PI551421","P_225"
"2696","Cal_130","PI551842","US_542"
"2697","Cal_130.2","PI551842","US_542"
"2698","Cal_131","PI551842","US_543"
"2699","Cal_132","PI551842","Redheart"
"2700","Cal_133","Nich_Ohmer","PI551434"
"2701","Cal_133.1","Nich_Ohmer","PI551434"
"2702","Cal_133.11","Nich_Ohmer","PI551434"
"2703","Cal_133.4","Nich_Ohmer","PI551434"
"2704","Cal_134","Nich_Ohmer","US_542"
"2705","Cal_134.22","Nich_Ohmer","US_542"
"2706","Cal_134.24","Nich_Ohmer","US_542"
"2707","Cal_134.26","Nich_Ohmer","US_542"
"2708","Cal_134.27","Nich_Ohmer","US_542"
"2709","Cal_134.29","Nich_Ohmer","US_542"
"2710","Cal_134.31","Nich_Ohmer","US_542"
"2711","Cal_134.32","Nich_Ohmer","US_542"
"2712","Cal_134.34","Nich_Ohmer","US_542"
"2713","Cal_134.6","Nich_Ohmer","US_542"
"2714","Cal_134.7","Nich_Ohmer","US_542"
"2715","Cal_134a","US_542","Nich_Ohmer"
"2716","Cal_135","Nich_Ohmer","US_543"
"2717","Cal_135.18","Nich_Ohmer","US_543"
"2718","Cal_135.2","Nich_Ohmer","US_543"
"2719","Cal_135.22","Nich_Ohmer","Redheart"
"2720","Cal_135.25","Nich_Ohmer","Redheart"
"2721","Cal_135.28","Nich_Ohmer","Redheart"
"2722","Cal_135.3","Nich_Ohmer","Redheart"
"2723","Cal_135.9","Nich_Ohmer","Redheart"
"2724","Cal_136","Nich_Ohmer","Redheart"
"2725","Cal_136a","Redheart","Nich_Ohmer"
"2726","Cal_137","Nich_Ohmer","Dorsett"
"2727","Cal_137.6","Nich_Ohmer","Dorsett"
"2728","Cal_138","NY_4281","PI551434"
"2729","Cal_138.4","NY_4281","PI551434"
"2730","Cal_14","PI551421","US_253"
"2731","Cal_143","PI551434","BH_14"
"2732","Cal_143.2","PI551434","BH_14"
"2733","Cal_143.32","PI551434","BH_14"
"2734","Cal_143.34","PI551434","BH_14"
"2735","Cal_143.7","PI551434","BH_14"
"2736","Cal_144","PI551434","Nich_Ohmer"
"2737","Cal_144.2","PI551434","Nich_Ohmer"
"2738","Cal_144.21","PI551434","Nich_Ohmer"
"2739","Cal_145","BH_14","Redheart"
"2740","Cal_145.10","BH_14","Redheart"
"2741","Cal_145.23","BH_14","Redheart"
"2742","Cal_145.3","BH_14","Redheart"
"2743","Cal_145.38a","BH_14","Redheart"
"2744","Cal_145.46","BH_14","Redheart"
"2745","Cal_145.51","BH_14","Redheart"
"2746","Cal_145.52","BH_14","Redheart"
"2747","Cal_146","BH_14","Cal_86.6"
"2748","Cal_146.13","BH_14","Cal_86.6"
"2749","Cal_146.4","BH_14","Cal_86.6"
"2750","Cal_146.5","BH_14","Cal_86.6"
"2751","Cal_146.6","BH_14","Cal_86.6"
"2752","Cal_146.7","BH_14","Cal_86.6"
"2753","Cal_147","Cal_68.24","BH_14"
"2754","Cal_148","Z_22","BH_14"
"2755","Cal_149","Z_22","PI551434"
"2756","Cal_15","PI551421","P_514"
"2757","Cal_150","Z_22","Cal_103.24"
"2758","Cal_151","Z_11","Redheart"
"2759","Cal_152","Redheart","Capitola_1930"
"2760","Cal_153","Redheart","Superb_57"
"2761","Cal_154","Nich_Ohmer","US_545"
"2762","Cal_155","Nich_Ohmer","NY_4281"
"2763","Cal_156","Nich_Ohmer","NY_4281"
"2764","Cal_157","Nich_Ohmer","NY_4626"
"2765","Cal_158","Nich_Ohmer","NY_4803"
"2766","Cal_159","Cal_10.21","Nich_Ohmer"
"2767","Cal_159.1","Cal_10.21","Nich_Ohmer"
"2768","Cal_159.6","Cal_10.21","Nich_Ohmer"
"2769","Cal_16","PI551421","Superb_57"
"2770","Cal_160","E_532","Nich_Ohmer"
"2771","Cal_161","Cal_86.6","Nich_Ohmer"
"2772","Cal_161.1","Cal_86.6","Nich_Ohmer"
"2773","Cal_161.13","Cal_86.6","Nich_Ohmer"
"2774","Cal_161.16","Cal_86.6","Nich_Ohmer"
"2775","Cal_161.5","Cal_86.6","Nich_Ohmer"
"2776","Cal_162","Cal_86.6","US_545"
"2777","Cal_163","Cal_86.6","PI551434"
"2778","Cal_164","A.08","Cal_86.6"
"2779","Cal_165","Superb_57","PI551434"
"2780","Cal_166","Cal_103.12","PI551434"
"2781","Cal_167","Cal_103.22","PI551434"
"2782","Cal_168","Cal_103.22","Cal_86.6"
"2783","Cal_168.1","Cal_103.22","Cal_86.6"
"2784","Cal_168.2","Cal_103.22","Cal_86.6"
"2785","Cal_168.3","Cal_103.22","Cal_86.6"
"2786","Cal_168.4","Cal_103.22","Cal_86.6"
"2787","Cal_168.6","Cal_103.22","Cal_86.6"
"2788","Cal_169","Cal_103.24","Cal_86.6"
"2789","Cal_17","PI551421","AC_8"
"2790","Cal_170","Cal_67.5","Cal_103.24"
"2791","Cal_171","Cal_86.5","Cal_103.24"
"2792","Cal_172","Cal_103.22","Cal_68.21"
"2793","Cal_173","Cal_103.22","Cal_32.65"
"2794","Cal_174","Cal_68.24","Cal_53"
"2795","Cal_175","Cal_86.6","Cal_53"
"2796","Cal_176","Cal_103.24","US_542"
"2797","Cal_177","US_543","Cal_68.24"
"2798","Cal_177.1","US_543","Cal_68.24"
"2799","Cal_177.15","US_543","Cal_68.24"
"2800","Cal_177.18","US_543","Cal_68.24"
"2801","Cal_177.19","Cal_68.24","US_543"
"2802","Cal_177.20","US_543","Cal_68.24"
"2803","Cal_177.21","Cal_68.24","US_543"
"2804","Cal_177.23","US_543","Cal_68.24"
"2805","Cal_177.4","US_543","Cal_68.24"
"2806","Cal_178","US_543","Nich_Ohmer"
"2807","Cal_179","US_543","Washington"
"2808","Cal_179.11","US_543","Washington"
"2809","Cal_179.12","US_543","Washington"
"2810","Cal_179.13","US_543","Washington"
"2811","Cal_179.15","Washington","US_543"
"2812","Cal_179.2","Washington","US_543"
"2813","Cal_179.3","US_543","Washington"
"2814","Cal_18","PI551421","AC_66"
"2815","Cal_180","Fendalcino","Nich_Ohmer"
"2816","Cal_181","Fendalcino","Cal_68.24"
"2817","Cal_181.8","Fendalcino","Cal_68.24"
"2818","Cal_182","Fendalcino","Cal_67.50"
"2819","Cal_183","Fendalcino","Redheart"
"2820","Cal_184","A.08","Cal_68.24"
"2821","Cal_185","A.08","Nich_Ohmer"
"2822","Cal_186","Cal_7.9a","Cal_86.5"
"2823","Cal_186.1","Cal_7.9a","Cal_86.5"
"2824","Cal_187","Cal_7.9a","Washington"
"2825","Cal_188","Cal_7.9a","Cal_130.2"
"2826","Cal_189","Cal_7.20","Cal_68.24"
"2827","Cal_189.5","Cal_7.20","Cal_68.24"
"2828","Cal_189.9","Cal_7.20","Cal_68.24"
"2829","Cal_19","PI551421","J_16"
"2830","Cal_190","Cal_7.20","Washington"
"2831","Cal_191","Cal_7.20","PI551434"
"2832","Cal_191.5","Cal_7.20","PI551434"
"2833","Cal_191.7","Cal_7.20","PI551434"
"2834","Cal_192","Cal_7.20","Cal_130.2"
"2835","Cal_193","Cal_7.20","Cal_134.22"
"2836","Cal_194","Cal_7.20","Cal_134.31"
"2837","Cal_195","Cal_7.28","Cal_68.24"
"2838","Cal_196","Cal_32.13","Cal_134.31"
"2839","Cal_197","Cal_32.13","Cal_133.1"
"2840","Cal_198","Cal_32.28","Cal_68.24"
"2841","Cal_199","Cal_32.28","Cal_134.27"
"2842","Cal_2","PI551421","Boquet"
"2843","Cal_20","PI551421","J.23"
"2844","Cal_200","Cal_32.28","Cal_7.20"
"2845","Cal_201","Cal_32.28","Cal_133.1"
"2846","Cal_202","Cal_32.28","Cal_133.4"
"2847","Cal_203","Cal_32.31","Cal_7.20"
"2848","Cal_204","Cal_32.33","Cal_7.20"
"2849","Cal_205","Cal_32.33","Cal_134.31"
"2850","Cal_206","Cal_32.33","Cal_130.2"
