"","Accession_ID","Integrated_P1","Integrated_P2"
"9333","16C096P002","88C029P603","11C103P001"
"9334","16C096P003","88C029P603","11C103P001"
"9335","16C096P004","88C029P603","11C103P001"
"9336","16C096P005","88C029P603","11C103P001"
"9337","16C096P006","88C029P603","11C103P001"
"9338","16C096P007","88C029P603","11C103P001"
"9339","16C096P008","88C029P603","11C103P001"
"9340","16C096P009","88C029P603","11C103P001"
"9341","16C096P010","88C029P603","11C103P001"
"9342","16C097P001","88C029P603","11C141P001"
"9343","16C097P002","88C029P603","11C141P001"
"9344","16C097P003","88C029P603","11C141P001"
"9345","16C097P004","88C029P603","11C141P001"
"9346","16C097P005","88C029P603","11C141P001"
"9347","16C097P006","88C029P603","11C141P001"
"9348","16C097P007","88C029P603","11C141P001"
"9349","16C097P008","88C029P603","11C141P001"
"9350","16C097P009","88C029P603","11C141P001"
"9351","16C097P010","88C029P603","11C141P001"
"9352","16C098P001","88C029P603","09C103P002"
"9353","16C098P002","88C029P603","09C103P002"
"9354","16C098P003","88C029P603","09C103P002"
"9355","16C098P004","88C029P603","09C103P002"
"9356","16C098P005","88C029P603","09C103P002"
"9357","16C098P006","88C029P603","09C103P002"
"9358","16C098P007","88C029P603","09C103P002"
"9359","16C098P008","88C029P603","09C103P002"
"9360","16C098P009","88C029P603","09C103P002"
"9361","16C098P010","88C029P603","09C103P002"
"9362","16C099P001","88C029P603","11C180P001"
"9363","16C099P002","88C029P603","11C180P001"
"9364","16C099P003","88C029P603","11C180P001"
"9365","16C099P004","88C029P603","11C180P001"
"9366","16C099P005","88C029P603","11C180P001"
"9367","16C099P006","88C029P603","11C180P001"
"9368","16C099P007","88C029P603","11C180P001"
"9369","16C099P008","88C029P603","11C180P001"
"9370","16C099P009","88C029P603","11C180P001"
"9371","16C099P010","88C029P603","11C180P001"
"9372","16C100P001","88C029P603","07C092P003"
"9373","16C100P002","88C029P603","07C092P003"
"9374","16C100P003","88C029P603","07C092P003"
"9375","16C100P004","88C029P603","07C092P003"
"9376","16C100P005","88C029P603","07C092P003"
"9377","16C100P006","88C029P603","07C092P003"
"9378","16C100P007","88C029P603","07C092P003"
"9379","16C100P008","88C029P603","07C092P003"
"9380","16C100P009","88C029P603","07C092P003"
"9381","16C100P010","88C029P603","07C092P003"
"9382","16C101P001","88C029P603","09C132P003"
"9383","16C101P002","88C029P603","09C132P003"
"9384","16C101P003","88C029P603","09C132P003"
"9385","16C101P004","88C029P603","09C132P003"
"9386","16C101P005","88C029P603","09C132P003"
"9387","16C101P006","88C029P603","09C132P003"
"9388","16C101P007","88C029P603","09C132P003"
"9389","16C101P008","88C029P603","09C132P003"
"9390","16C101P009","88C029P603","09C132P003"
"9391","16C101P010","88C029P603","09C132P003"
"9392","16C102P001","88C029P603","01C206P005"
"9393","16C102P002","88C029P603","01C206P005"
"9394","16C102P003","88C029P603","01C206P005"
"9395","16C102P004","88C029P603","01C206P005"
"9396","16C102P005","88C029P603","01C206P005"
"9397","16C102P006","88C029P603","01C206P005"
"9398","16C102P007","88C029P603","01C206P005"
"9399","16C102P008","88C029P603","01C206P005"
"9400","16C102P009","88C029P603","01C206P005"
"9401","16C102P010","88C029P603","01C206P005"
"9402","16C565P001","08C181P001","11C055P004"
"9403","16C565P002","08C181P001","11C055P004"
"9404","16C565P003","08C181P001","11C055P004"
"9405","16C565P004","08C181P001","11C055P004"
"9406","16C565P005","08C181P001","11C055P004"
"9407","16C565P006","08C181P001","11C055P004"
"9408","16C565P007","08C181P001","11C055P004"
"9409","16C565P008","08C181P001","11C055P004"
"9410","16C565P009","08C181P001","11C055P004"
"9411","16C565P010","08C181P001","11C055P004"
"9412","16C104P001","88C029P603","PI551753"
"9413","16C104P002","88C029P603","PI551753"
"9414","16C104P003","88C029P603","PI551753"
"9415","16C104P004","88C029P603","PI551753"
"9416","16C104P005","88C029P603","PI551753"
"9417","16C104P006","88C029P603","PI551753"
"9418","16C104P007","88C029P603","PI551753"
"9419","16C104P008","88C029P603","PI551753"
"9420","16C104P009","88C029P603","PI551753"
"9421","16C104P010","88C029P603","PI551753"
"9422","16C507P001","08C020P602","01C206P005"
"9423","16C507P002","08C020P602","01C206P005"
"9424","16C507P003","08C020P602","01C206P005"
"9425","16C507P004","08C020P602","01C206P005"
"9426","16C507P005","08C020P602","01C206P005"
"9427","16C507P006","08C020P602","01C206P005"
"9428","16C507P007","08C020P602","01C206P005"
"9429","16C507P008","08C020P602","01C206P005"
"9430","16C507P009","08C020P602","01C206P005"
"9431","16C507P010","08C020P602","01C206P005"
"9432","16C517P001","08C132P608","01C206P005"
"9433","16C517P002","08C132P608","01C206P005"
"9434","16C517P003","08C132P608","01C206P005"
"9435","16C517P004","08C132P608","01C206P005"
"9436","16C517P005","08C132P608","01C206P005"
"9437","16C517P006","08C132P608","01C206P005"
"9438","16C517P007","08C132P608","01C206P005"
"9439","16C517P008","08C132P608","01C206P005"
"9440","16C517P009","08C132P608","01C206P005"
"9441","16C517P010","08C132P608","01C206P005"
"9442","16C536P001","09C061P602","01C206P005"
"9443","16C536P002","09C061P602","01C206P005"
"9444","16C536P003","09C061P602","01C206P005"
"9445","16C536P004","09C061P602","01C206P005"
"9446","16C536P005","09C061P602","01C206P005"
"9447","16C536P006","09C061P602","01C206P005"
"9448","16C536P007","09C061P602","01C206P005"
"9449","16C536P008","09C061P602","01C206P005"
"9450","16C536P009","09C061P602","01C206P005"
"9451","16C536P010","09C061P602","01C206P005"
"9452","16C546P001","08C131P003","01C206P005"
"9453","16C546P002","08C131P003","01C206P005"
"9454","16C546P003","08C131P003","01C206P005"
"9455","16C546P004","08C131P003","01C206P005"
"9456","16C546P005","08C131P003","01C206P005"
"9457","16C546P006","08C131P003","01C206P005"
"9458","16C546P007","08C131P003","01C206P005"
"9459","16C546P008","08C131P003","01C206P005"
"9460","16C546P009","08C131P003","01C206P005"
"9461","16C546P010","08C131P003","01C206P005"
"9462","16C556P001","10C037P604","01C206P005"
"9463","16C556P002","10C037P604","01C206P005"
"9464","16C556P003","10C037P604","01C206P005"
"9465","16C556P004","10C037P604","01C206P005"
"9466","16C556P005","10C037P604","01C206P005"
"9467","16C556P006","10C037P604","01C206P005"
"9468","16C556P007","10C037P604","01C206P005"
"9469","16C556P008","10C037P604","01C206P005"
"9470","16C556P009","10C037P604","01C206P005"
"9471","16C556P010","10C037P604","01C206P005"
"9472","16C566P001","08C181P001","07C148P001"
"9473","16C566P002","08C181P001","07C148P001"
"9474","16C566P003","08C181P001","07C148P001"
"9475","16C566P004","08C181P001","07C148P001"
"9476","16C566P005","08C181P001","07C148P001"
"9477","16C566P006","08C181P001","07C148P001"
"9478","16C566P007","08C181P001","07C148P001"
"9479","16C566P008","08C181P001","07C148P001"
"9480","16C566P009","08C181P001","07C148P001"
"9481","16C566P010","08C181P001","07C148P001"
"9482","16C014P001","08C123P001","11C115P003"
"9483","16C014P002","08C123P001","11C115P003"
"9484","16C014P003","08C123P001","11C115P003"
"9485","16C014P004","08C123P001","11C115P003"
"9486","16C014P005","08C123P001","11C115P003"
"9487","16C014P006","08C123P001","11C115P003"
"9488","16C014P007","08C123P001","11C115P003"
"9489","16C014P008","08C123P001","11C115P003"
"9490","16C014P009","08C123P001","11C115P003"
"9491","16C014P010","08C123P001","11C115P003"
"9492","16C015P001","08C123P001","11C103P001"
"9493","16C015P002","08C123P001","11C103P001"
"9494","16C015P003","08C123P001","11C103P001"
"9495","16C015P004","08C123P001","11C103P001"
"9496","16C015P005","08C123P001","11C103P001"
"9497","16C015P006","08C123P001","11C103P001"
"9498","16C015P007","08C123P001","11C103P001"
"9499","16C015P008","08C123P001","11C103P001"
"9500","16C015P009","08C123P001","11C103P001"
"9501","16C015P010","08C123P001","11C103P001"
"9502","16C560P001","08C181P001","11C113P006"
"9503","16C560P002","08C181P001","11C113P006"
"9504","16C560P003","08C181P001","11C113P006"
"9505","16C560P004","08C181P001","11C113P006"
"9506","16C560P005","08C181P001","11C113P006"
"9507","16C560P006","08C181P001","11C113P006"
"9508","16C560P007","08C181P001","11C113P006"
"9509","16C560P008","08C181P001","11C113P006"
"9510","16C560P009","08C181P001","11C113P006"
"9511","16C560P010","08C181P001","11C113P006"
"9512","16C562P001","08C181P001","11C067P001"
"9513","16C562P002","08C181P001","11C067P001"
"9514","16C562P003","08C181P001","11C067P001"
"9515","16C562P004","08C181P001","11C067P001"
"9516","16C562P005","08C181P001","11C067P001"
"9517","16C562P006","08C181P001","11C067P001"
"9518","16C562P007","08C181P001","11C067P001"
"9519","16C562P008","08C181P001","11C067P001"
"9520","16C562P009","08C181P001","11C067P001"
"9521","16C562P010","08C181P001","11C067P001"
"9522","16C563P001","08C181P001","11C032P002"
"9523","16C563P002","08C181P001","11C032P002"
"9524","16C563P003","08C181P001","11C032P002"
"9525","16C563P004","08C181P001","11C032P002"
"9526","16C563P005","08C181P001","11C032P002"
"9527","16C563P006","08C181P001","11C032P002"
"9528","16C563P007","08C181P001","11C032P002"
"9529","16C563P008","08C181P001","11C032P002"
"9530","16C563P009","08C181P001","11C032P002"
"9531","16C563P010","08C181P001","11C032P002"
"9532","16C029P001","08C128P002","07C092P003"
"9533","16C029P002","08C128P002","07C092P003"
"9534","16C029P003","08C128P002","07C092P003"
"9535","16C029P004","08C128P002","07C092P003"
"9536","16C029P005","08C128P002","07C092P003"
"9537","16C029P006","08C128P002","07C092P003"
"9538","16C029P007","08C128P002","07C092P003"
"9539","16C029P008","08C128P002","07C092P003"
"9540","16C029P009","08C128P002","07C092P003"
"9541","16C029P010","08C128P002","07C092P003"
"9542","16C030P001","08C128P002","09C132P003"
"9543","16C030P002","08C128P002","09C132P003"
"9544","16C030P003","08C128P002","09C132P003"
"9545","16C030P004","08C128P002","09C132P003"
"9546","16C030P005","08C128P002","09C132P003"
"9547","16C030P006","08C128P002","09C132P003"
"9548","16C030P007","08C128P002","09C132P003"
"9549","16C030P008","08C128P002","09C132P003"
"9550","16C030P009","08C128P002","09C132P003"
"9551","16C030P010","08C128P002","09C132P003"
"9552","16C038P001","11C153P003","09C103P002"
"9553","16C038P002","11C153P003","09C103P002"
"9554","16C038P003","11C153P003","09C103P002"
"9555","16C038P004","11C153P003","09C103P002"
"9556","16C038P005","11C153P003","09C103P002"
"9557","16C038P006","11C153P003","09C103P002"
"9558","16C038P007","11C153P003","09C103P002"
"9559","16C038P008","11C153P003","09C103P002"
"9560","16C038P009","11C153P003","09C103P002"
"9561","16C038P010","11C153P003","09C103P002"
"9562","16C040P001","11C153P003","07C092P003"
"9563","16C040P002","11C153P003","07C092P003"
"9564","16C040P003","11C153P003","07C092P003"
"9565","16C040P004","11C153P003","07C092P003"
"9566","16C040P005","11C153P003","07C092P003"
"9567","16C040P006","11C153P003","07C092P003"
"9568","16C040P007","11C153P003","07C092P003"
"9569","16C040P008","11C153P003","07C092P003"
"9570","16C040P009","11C153P003","07C092P003"
"9571","16C040P010","11C153P003","07C092P003"
"9572","16C042P001","11C153P003","01C206P005"
"9573","16C042P002","11C153P003","01C206P005"
"9574","16C042P003","11C153P003","01C206P005"
"9575","16C042P004","11C153P003","01C206P005"
"9576","16C042P005","11C153P003","01C206P005"
"9577","16C042P006","11C153P003","01C206P005"
"9578","16C042P007","11C153P003","01C206P005"
"9579","16C042P008","11C153P003","01C206P005"
"9580","16C042P009","11C153P003","01C206P005"
"9581","16C042P010","11C153P003","01C206P005"
"9582","16C069P001","55C023P001","11C180P001"
"9583","16C069P002","55C023P001","11C180P001"
"9584","16C069P003","55C023P001","11C180P001"
"9585","16C069P004","55C023P001","11C180P001"
"9586","16C069P005","55C023P001","11C180P001"
"9587","16C069P006","55C023P001","11C180P001"
"9588","16C069P007","55C023P001","11C180P001"
"9589","16C069P008","55C023P001","11C180P001"
"9590","16C069P009","55C023P001","11C180P001"
"9591","16C069P010","55C023P001","11C180P001"
"9592","16C087P001","PI664321","11C141P001"
"9593","16C087P002","PI664321","11C141P001"
"9594","16C087P003","PI664321","11C141P001"
"9595","16C087P004","PI664321","11C141P001"
"9596","16C087P005","PI664321","11C141P001"
"9597","16C087P006","PI664321","11C141P001"
"9598","16C087P007","PI664321","11C141P001"
"9599","16C087P008","PI664321","11C141P001"
"9600","16C087P009","PI664321","11C141P001"
"9601","16C087P010","PI664321","11C141P001"
"9602","16C517P011","08C132P608","01C206P005"
"9603","16C517P012","08C132P608","01C206P005"
"9604","16C517P013","08C132P608","01C206P005"
"9605","16C517P014","08C132P608","01C206P005"
"9606","16C517P015","08C132P608","01C206P005"
"9607","16C517P016","08C132P608","01C206P005"
"9608","16C517P017","08C132P608","01C206P005"
"9609","16C517P018","08C132P608","01C206P005"
"9610","16C517P019","08C132P608","01C206P005"
"9611","16C517P020","08C132P608","01C206P005"
"9612","16C020P011","08C123P001","09C132P003"
"9613","16C020P012","08C123P001","09C132P003"
"9614","16C020P013","08C123P001","09C132P003"
"9615","16C020P014","08C123P001","09C132P003"
"9616","16C020P015","08C123P001","09C132P003"
"9617","16C020P016","08C123P001","09C132P003"
"9618","16C020P017","08C123P001","09C132P003"
"9619","16C020P018","08C123P001","09C132P003"
"9620","16C020P019","08C123P001","09C132P003"
"9621","16C020P020","08C123P001","09C132P003"
"9622","16C023P011","08C123P001","PI551753"
"9623","16C023P012","08C123P001","PI551753"
"9624","16C023P013","08C123P001","PI551753"
"9625","16C023P014","08C123P001","PI551753"
"9626","16C023P015","08C123P001","PI551753"
"9627","16C023P016","08C123P001","PI551753"
"9628","16C023P017","08C123P001","PI551753"
"9629","16C023P018","08C123P001","PI551753"
"9630","16C023P019","08C123P001","PI551753"
"9631","16C023P020","08C123P001","PI551753"
"9632","16C101P011","88C029P603","09C132P003"
"9633","16C101P012","88C029P603","09C132P003"
"9634","16C101P013","88C029P603","09C132P003"
"9635","16C101P014","88C029P603","09C132P003"
"9636","16C101P015","88C029P603","09C132P003"
"9637","16C101P016","88C029P603","09C132P003"
"9638","16C101P017","88C029P603","09C132P003"
"9639","16C101P018","88C029P603","09C132P003"
"9640","16C101P019","88C029P603","09C132P003"
"9641","16C101P020","88C029P603","09C132P003"
"9642","16C018P011","08C123P001","11C180P001"
"9643","16C018P012","08C123P001","11C180P001"
"9644","16C018P013","08C123P001","11C180P001"
"9645","16C018P014","08C123P001","11C180P001"
"9646","16C018P015","08C123P001","11C180P001"
"9647","16C018P016","08C123P001","11C180P001"
"9648","16C018P017","08C123P001","11C180P001"
"9649","16C018P018","08C123P001","11C180P001"
"9650","16C018P019","08C123P001","11C180P001"
"9651","16C018P020","08C123P001","11C180P001"
"9652","16C016P011","08C123P001","11C141P001"
"9653","16C016P012","08C123P001","11C141P001"
"9654","16C016P013","08C123P001","11C141P001"
"9655","16C016P014","08C123P001","11C141P001"
"9656","16C016P015","08C123P001","11C141P001"
"9657","16C016P016","08C123P001","11C141P001"
"9658","16C016P017","08C123P001","11C141P001"
"9659","16C016P018","08C123P001","11C141P001"
"9660","16C016P019","08C123P001","11C141P001"
"9661","16C016P020","08C123P001","11C141P001"
"9662","16C102P011","88C029P603","01C206P005"
"9663","16C102P012","88C029P603","01C206P005"
"9664","16C102P013","88C029P603","01C206P005"
"9665","16C102P014","88C029P603","01C206P005"
"9666","16C102P015","88C029P603","01C206P005"
"9667","16C102P016","88C029P603","01C206P005"
"9668","16C102P017","88C029P603","01C206P005"
"9669","16C102P018","88C029P603","01C206P005"
"9670","16C102P019","88C029P603","01C206P005"
"9671","16C102P020","88C029P603","01C206P005"
"9672","16C091P011","PI664321","09C132P003"
"9673","16C091P012","PI664321","09C132P003"
"9674","16C091P013","PI664321","09C132P003"
"9675","16C091P014","PI664321","09C132P003"
"9676","16C091P015","PI664321","09C132P003"
"9677","16C091P016","PI664321","09C132P003"
"9678","16C091P017","PI664321","09C132P003"
"9679","16C091P018","PI664321","09C132P003"
"9680","16C091P019","PI664321","09C132P003"
"9681","16C091P020","PI664321","09C132P003"
"9682","16C563P011","08C181P001","11C032P002"
"9683","16C563P012","08C181P001","11C032P002"
"9684","16C563P013","08C181P001","11C032P002"
"9685","16C563P014","08C181P001","11C032P002"
"9686","16C563P015","08C181P001","11C032P002"
"9687","16C563P016","08C181P001","11C032P002"
"9688","16C563P017","08C181P001","11C032P002"
"9689","16C563P018","08C181P001","11C032P002"
"9690","16C563P019","08C181P001","11C032P002"
"9691","16C563P020","08C181P001","11C032P002"
"9692","16C546P011","08C131P003","01C206P005"
"9693","16C546P012","08C131P003","01C206P005"
"9694","16C546P013","08C131P003","01C206P005"
"9695","16C546P014","08C131P003","01C206P005"
"9696","16C546P015","08C131P003","01C206P005"
"9697","16C546P016","08C131P003","01C206P005"
"9698","16C546P017","08C131P003","01C206P005"
"9699","16C546P018","08C131P003","01C206P005"
"9700","16C546P019","08C131P003","01C206P005"
"9701","16C546P020","08C131P003","01C206P005"
"9702","16C100P011","88C029P603","07C092P003"
"9703","16C100P012","88C029P603","07C092P003"
"9704","16C100P013","88C029P603","07C092P003"
"9705","16C100P014","88C029P603","07C092P003"
"9706","16C100P015","88C029P603","07C092P003"
"9707","16C100P016","88C029P603","07C092P003"
"9708","16C100P017","88C029P603","07C092P003"
"9709","16C100P018","88C029P603","07C092P003"
"9710","16C100P019","88C029P603","07C092P003"
"9711","16C100P020","88C029P603","07C092P003"
"9712","16C090P011","PI664321","07C092P003"
"9713","16C090P012","PI664321","07C092P003"
"9714","16C090P013","PI664321","07C092P003"
"9715","16C090P014","PI664321","07C092P003"
"9716","16C090P015","PI664321","07C092P003"
"9717","16C090P016","PI664321","07C092P003"
"9718","16C090P017","PI664321","07C092P003"
"9719","16C090P018","PI664321","07C092P003"
"9720","16C090P019","PI664321","07C092P003"
"9721","16C090P020","PI664321","07C092P003"
"9722","16C052P011","11C151P008","01C206P005"
"9723","16C052P012","11C151P008","01C206P005"
"9724","16C052P013","11C151P008","01C206P005"
"9725","16C052P014","11C151P008","01C206P005"
"9726","16C052P015","11C151P008","01C206P005"
"9727","16C052P016","11C151P008","01C206P005"
"9728","16C052P017","11C151P008","01C206P005"
"9729","16C052P018","11C151P008","01C206P005"
"9730","16C052P019","11C151P008","01C206P005"
"9731","16C052P020","11C151P008","01C206P005"
"9732","16C560P011","08C181P001","11C113P006"
"9733","16C560P012","08C181P001","11C113P006"
"9734","16C560P013","08C181P001","11C113P006"
"9735","16C560P014","08C181P001","11C113P006"
"9736","16C560P015","08C181P001","11C113P006"
"9737","16C560P016","08C181P001","11C113P006"
"9738","16C560P017","08C181P001","11C113P006"
"9739","16C560P018","08C181P001","11C113P006"
"9740","16C560P019","08C181P001","11C113P006"
"9741","16C560P020","08C181P001","11C113P006"
"9742","16C021P011","08C123P001","01C206P005"
"9743","16C021P012","08C123P001","01C206P005"
"9744","16C021P013","08C123P001","01C206P005"
"9745","16C021P014","08C123P001","01C206P005"
"9746","16C021P015","08C123P001","01C206P005"
"9747","16C021P016","08C123P001","01C206P005"
"9748","16C021P017","08C123P001","01C206P005"
"9749","16C021P018","08C123P001","01C206P005"
"9750","16C021P019","08C123P001","01C206P005"
"9751","16C021P020","08C123P001","01C206P005"
"9752","16C095P011","88C029P603","11C115P003"
"9753","16C095P012","88C029P603","11C115P003"
"9754","16C095P013","88C029P603","11C115P003"
"9755","16C095P014","88C029P603","11C115P003"
"9756","16C095P015","88C029P603","11C115P003"
"9757","16C095P016","88C029P603","11C115P003"
"9758","16C095P017","88C029P603","11C115P003"
"9759","16C095P018","88C029P603","11C115P003"
"9760","16C095P019","88C029P603","11C115P003"
"9761","16C095P020","88C029P603","11C115P003"
"9762","16C562P011","08C181P001","11C067P001"
"9763","16C562P012","08C181P001","11C067P001"
"9764","16C562P013","08C181P001","11C067P001"
"9765","16C562P014","08C181P001","11C067P001"
"9766","16C562P015","08C181P001","11C067P001"
"9767","16C562P016","08C181P001","11C067P001"
"9768","16C562P017","08C181P001","11C067P001"
"9769","16C562P018","08C181P001","11C067P001"
"9770","16C562P019","08C181P001","11C067P001"
"9771","16C562P020","08C181P001","11C067P001"
"9772","16C087P011","PI664321","11C141P001"
"9773","16C087P012","PI664321","11C141P001"
"9774","16C087P013","PI664321","11C141P001"
"9775","16C087P014","PI664321","11C141P001"
"9776","16C087P015","PI664321","11C141P001"
"9777","16C087P016","PI664321","11C141P001"
"9778","16C087P017","PI664321","11C141P001"
"9779","16C087P018","PI664321","11C141P001"
"9780","16C087P019","PI664321","11C141P001"
"9781","16C087P020","PI664321","11C141P001"
"9782","16C096P011","88C029P603","11C103P001"
"9783","16C096P012","88C029P603","11C103P001"
"9784","16C096P013","88C029P603","11C103P001"
"9785","16C096P014","88C029P603","11C103P001"
"9786","16C096P015","88C029P603","11C103P001"
"9787","16C096P016","88C029P603","11C103P001"
"9788","16C096P017","88C029P603","11C103P001"
"9789","16C096P018","88C029P603","11C103P001"
"9790","16C096P019","88C029P603","11C103P001"
"9791","16C096P020","88C029P603","11C103P001"
"9792","16C033P011","08C128P002","PI551753"
"9793","16C033P012","08C128P002","PI551753"
"9794","16C033P013","08C128P002","PI551753"
"9795","16C033P014","08C128P002","PI551753"
"9796","16C033P015","08C128P002","PI551753"
"9797","16C033P016","08C128P002","PI551753"
"9798","16C033P017","08C128P002","PI551753"
"9799","16C033P018","08C128P002","PI551753"
"9800","16C033P019","08C128P002","PI551753"
"9801","16C033P020","08C128P002","PI551753"
"9802","16C536P011","09C061P602","01C206P005"
"9803","16C536P012","09C061P602","01C206P005"
"9804","16C536P013","09C061P602","01C206P005"
"9805","16C536P014","09C061P602","01C206P005"
"9806","16C536P015","09C061P602","01C206P005"
"9807","16C536P016","09C061P602","01C206P005"
"9808","16C536P017","09C061P602","01C206P005"
"9809","16C536P018","09C061P602","01C206P005"
"9810","16C536P019","09C061P602","01C206P005"
"9811","16C536P020","09C061P602","01C206P005"
"9812","16C035P011","11C153P003","11C115P003"
"9813","16C035P012","11C153P003","11C115P003"
"9814","16C035P013","11C153P003","11C115P003"
"9815","16C035P014","11C153P003","11C115P003"
"9816","16C035P015","11C153P003","11C115P003"
"9817","16C035P016","11C153P003","11C115P003"
"9818","16C035P017","11C153P003","11C115P003"
"9819","16C035P018","11C153P003","11C115P003"
"9820","16C035P019","11C153P003","11C115P003"
"9821","16C035P020","11C153P003","11C115P003"
"9822","16C507P011","08C020P602","01C206P005"
"9823","16C507P012","08C020P602","01C206P005"
"9824","16C507P013","08C020P602","01C206P005"
"9825","16C507P014","08C020P602","01C206P005"
"9826","16C507P015","08C020P602","01C206P005"
"9827","16C507P016","08C020P602","01C206P005"
"9828","16C507P017","08C020P602","01C206P005"
"9829","16C507P018","08C020P602","01C206P005"
"9830","16C507P019","08C020P602","01C206P005"
"9831","16C507P020","08C020P602","01C206P005"
"9832","16C036P011","11C153P003","11C103P001"
"9833","16C036P012","11C153P003","11C103P001"
"9834","16C036P013","11C153P003","11C103P001"
"9835","16C036P014","11C153P003","11C103P001"
"9836","16C036P015","11C153P003","11C103P001"
"9837","16C036P016","11C153P003","11C103P001"
"9838","16C036P017","11C153P003","11C103P001"
"9839","16C036P018","11C153P003","11C103P001"
"9840","16C036P019","11C153P003","11C103P001"
"9841","16C036P020","11C153P003","11C103P001"
"9842","16C565P011","08C181P001","11C055P004"
"9843","16C565P012","08C181P001","11C055P004"
"9844","16C565P013","08C181P001","11C055P004"
"9845","16C565P014","08C181P001","11C055P004"
"9846","16C565P015","08C181P001","11C055P004"
"9847","16C565P016","08C181P001","11C055P004"
"9848","16C565P017","08C181P001","11C055P004"
"9849","16C565P018","08C181P001","11C055P004"
"9850","16C565P019","08C181P001","11C055P004"
"9851","16C565P020","08C181P001","11C055P004"
"9852","16C039P011","11C153P003","11C180P001"
"9853","16C039P012","11C153P003","11C180P001"
"9854","16C039P013","11C153P003","11C180P001"
"9855","16C039P014","11C153P003","11C180P001"
"9856","16C039P015","11C153P003","11C180P001"
"9857","16C039P016","11C153P003","11C180P001"
"9858","16C039P017","11C153P003","11C180P001"
"9859","16C039P018","11C153P003","11C180P001"
"9860","16C039P019","11C153P003","11C180P001"
"9861","16C039P020","11C153P003","11C180P001"
"9862","16C019P011","08C123P001","07C092P003"
"9863","16C019P012","08C123P001","07C092P003"
"9864","16C019P013","08C123P001","07C092P003"
"9865","16C019P014","08C123P001","07C092P003"
"9866","16C019P015","08C123P001","07C092P003"
"9867","16C019P016","08C123P001","07C092P003"
"9868","16C019P017","08C123P001","07C092P003"
"9869","16C019P018","08C123P001","07C092P003"
"9870","16C019P019","08C123P001","07C092P003"
"9871","16C019P020","08C123P001","07C092P003"
"9872","16C064P011","10C122P003","PI551753"
"9873","16C064P012","10C122P003","PI551753"
"9874","16C064P013","10C122P003","PI551753"
"9875","16C064P014","10C122P003","PI551753"
"9876","16C064P015","10C122P003","PI551753"
"9877","16C064P016","10C122P003","PI551753"
"9878","16C064P017","10C122P003","PI551753"
"9879","16C064P018","10C122P003","PI551753"
"9880","16C064P019","10C122P003","PI551753"
"9881","16C064P020","10C122P003","PI551753"
"9882","16C001P011","08C181P001","11C115P003"
"9883","16C001P012","08C181P001","11C115P003"
"9884","16C001P013","08C181P001","11C115P003"
"9885","16C001P014","08C181P001","11C115P003"
"9886","16C001P015","08C181P001","11C115P003"
"9887","16C001P016","08C181P001","11C115P003"
"9888","16C001P017","08C181P001","11C115P003"
"9889","16C001P018","08C181P001","11C115P003"
"9890","16C001P019","08C181P001","11C115P003"
"9891","16C001P020","08C181P001","11C115P003"
"9892","16C050P011","11C151P008","07C092P003"
"9893","16C050P012","11C151P008","07C092P003"
"9894","16C050P013","11C151P008","07C092P003"
"9895","16C050P014","11C151P008","07C092P003"
"9896","16C050P015","11C151P008","07C092P003"
"9897","16C050P016","11C151P008","07C092P003"
"9898","16C050P017","11C151P008","07C092P003"
"9899","16C050P018","11C151P008","07C092P003"
"9900","16C050P019","11C151P008","07C092P003"
"9901","16C050P020","11C151P008","07C092P003"
"9902","16C056P011","10C122P003","11C103P001"
"9903","16C056P012","10C122P003","11C103P001"
"9904","16C056P013","10C122P003","11C103P001"
"9905","16C056P014","10C122P003","11C103P001"
"9906","16C056P015","10C122P003","11C103P001"
"9907","16C056P016","10C122P003","11C103P001"
"9908","16C056P017","10C122P003","11C103P001"
"9909","16C056P018","10C122P003","11C103P001"
"9910","16C056P019","10C122P003","11C103P001"
"9911","16C056P020","10C122P003","11C103P001"
"9912","16C097P011","88C029P603","11C141P001"
"9913","16C097P012","88C029P603","11C141P001"
"9914","16C097P013","88C029P603","11C141P001"
"9915","16C097P014","88C029P603","11C141P001"
"9916","16C097P015","88C029P603","11C141P001"
"9917","16C097P016","88C029P603","11C141P001"
"9918","16C097P017","88C029P603","11C141P001"
"9919","16C097P018","88C029P603","11C141P001"
"9920","16C097P019","88C029P603","11C141P001"
"9921","16C097P020","88C029P603","11C141P001"
"9922","16C092P011","PI664321","01C206P005"
"9923","16C092P012","PI664321","01C206P005"
"9924","16C092P013","PI664321","01C206P005"
"9925","16C092P014","PI664321","01C206P005"
"9926","16C092P015","PI664321","01C206P005"
"9927","16C092P016","PI664321","01C206P005"
"9928","16C092P017","PI664321","01C206P005"
"9929","16C092P018","PI664321","01C206P005"
"9930","16C092P019","PI664321","01C206P005"
"9931","16C092P020","PI664321","01C206P005"
"9932","16C086P011","PI664321","11C103P001"
"9933","16C086P012","PI664321","11C103P001"
"9934","16C086P013","PI664321","11C103P001"
"9935","16C086P014","PI664321","11C103P001"
"9936","16C086P015","PI664321","11C103P001"
"9937","16C086P016","PI664321","11C103P001"
"9938","16C086P017","PI664321","11C103P001"
"9939","16C086P018","PI664321","11C103P001"
"9940","16C086P019","PI664321","11C103P001"
"9941","16C086P020","PI664321","11C103P001"
"9942","16C088P011","PI664321","09C103P002"
"9943","16C088P012","PI664321","09C103P002"
"9944","16C088P013","PI664321","09C103P002"
